run_id,measured_role,sample_index,time_s,current_a
p01-keysight-responder-r01,responder,300,6,0.00115011168
p01-keysight-responder-r01,responder,301,6.02,0.00109084659
p01-keysight-responder-r01,responder,302,6.04,0.00101264291
p01-keysight-responder-r01,responder,303,6.06,0.00112765198
p01-keysight-responder-r01,responder,304,6.08,0.00109707063
p01-keysight-responder-r01,responder,305,6.1,0.00102053272
p01-keysight-responder-r01,responder,306,6.12,0.0010945228
p01-keysight-responder-r01,responder,307,6.14,0.00113678672
p01-keysight-responder-r01,responder,308,6.16,0.00101985297
p01-keysight-responder-r01,responder,309,6.18,0.00109511621
p01-keysight-responder-r01,responder,310,6.2,0.00108842213
p01-keysight-responder-r01,responder,311,6.22,0.00100104887
p01-keysight-responder-r01,responder,312,6.24,0.00111206564
p01-keysight-responder-r01,responder,313,6.26,0.00113150713
p01-keysight-responder-r01,responder,314,6.28,0.00102675225
p01-keysight-responder-r01,responder,315,6.3,0.00109601784
p01-keysight-responder-r01,responder,316,6.32,0.00110418173
p01-keysight-responder-r01,responder,317,6.34,0.00100482138
p01-keysight-responder-r01,responder,318,6.36,0.00113008685
p01-keysight-responder-r01,responder,319,6.38,0.00113844855
p01-keysight-responder-r01,responder,320,6.4,0.00102287604
p01-keysight-responder-r01,responder,321,6.42,0.00112285886
p01-keysight-responder-r01,responder,322,6.44,0.00109061452
p01-keysight-responder-r01,responder,323,6.46,0.000995781783
p01-keysight-responder-r01,responder,324,6.48,0.00109488588
p01-keysight-responder-r01,responder,325,6.5,0.00113951049
p01-keysight-responder-r01,responder,326,6.52,0.00102421159
p01-keysight-responder-r01,responder,327,6.54,0.00111315397
p01-keysight-responder-r01,responder,328,6.56,0.00113690385
p01-keysight-responder-r01,responder,329,6.58,0.00102803063
p01-keysight-responder-r01,responder,330,6.6,0.00109367197
p01-keysight-responder-r01,responder,331,6.62,0.00107760033
p01-keysight-responder-r01,responder,332,6.64,0.00103781144
p01-keysight-responder-r01,responder,333,6.66,0.00108818764
p01-keysight-responder-r01,responder,334,6.68,0.00113790086
p01-keysight-responder-r01,responder,335,6.7,0.0010184475
p01-keysight-responder-r01,responder,336,6.72,0.00112960039
p01-keysight-responder-r01,responder,337,6.74,0.00114755863
p01-keysight-responder-r01,responder,338,6.76,0.00102836952
p01-keysight-responder-r01,responder,339,6.78,0.00109313296
p01-keysight-responder-r01,responder,340,6.8,0.00113985123
p01-keysight-responder-r01,responder,341,6.82,0.00102565016
p01-keysight-responder-r01,responder,342,6.84,0.00113698441
p01-keysight-responder-r01,responder,343,6.86,0.0010852369
p01-keysight-responder-r01,responder,344,6.88,0.000999181369
p01-keysight-responder-r01,responder,345,6.9,0.0011214071
p01-keysight-responder-r01,responder,346,6.92,0.00113811243
p01-keysight-responder-r01,responder,347,6.94,0.00105222114
p01-keysight-responder-r01,responder,348,6.96,0.00112399984
p01-keysight-responder-r01,responder,349,6.98,0.00110281285
p01-keysight-responder-r01,responder,350,7,0.0010204524
p01-keysight-responder-r01,responder,351,7.02,0.00112355667
p01-keysight-responder-r01,responder,352,7.04,0.00115107362
p01-keysight-responder-r01,responder,353,7.06,0.00103153809
p01-keysight-responder-r01,responder,354,7.08,0.00112883209
p01-keysight-responder-r01,responder,355,7.1,0.00113187253
p01-keysight-responder-r01,responder,356,7.12,0.00103246542
p01-keysight-responder-r01,responder,357,7.14,0.0011027397
p01-keysight-responder-r01,responder,358,7.16,0.00113895677
p01-keysight-responder-r01,responder,359,7.18,0.00100403584
p01-keysight-responder-r01,responder,360,7.2,0.00111882153
p01-keysight-responder-r01,responder,361,7.22,0.00113042227
p01-keysight-responder-r01,responder,362,7.24,0.00105056857
p01-keysight-responder-r01,responder,363,7.26,0.00112123013
