run_id,pair_id,board_id,event_path,role,trial_id,stage,duration_ms,source_file,source_line
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_2_update,16.748000,results\COM10_2026_09_15.14.13.01.333.txt,275
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,end_to_end,3539.507000,results\COM10_2026_09_15.14.13.01.333.txt,276
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_1_encoder,1740.647000,results\COM10_2026_09_15.14.13.01.333.txt,278
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_1_head_forward_backward,12.370000,results\COM10_2026_09_15.14.13.01.333.txt,279
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_1_update,16.753000,results\COM10_2026_09_15.14.13.01.333.txt,280
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_2_encoder,1740.647000,results\COM10_2026_09_15.14.13.01.333.txt,281
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_2_head_forward_backward,12.364000,results\COM10_2026_09_15.14.13.01.333.txt,282
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,local_step_2_update,16.938000,results\COM10_2026_09_15.14.13.01.333.txt,283
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,22,end_to_end,3539.748000,results\COM10_2026_09_15.14.13.01.333.txt,284
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_1_encoder,1740.593000,results\COM10_2026_09_15.14.13.01.333.txt,286
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_1_head_forward_backward,12.177000,results\COM10_2026_09_15.14.13.01.333.txt,287
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_1_update,17.202000,results\COM10_2026_09_15.14.13.01.333.txt,288
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_2_encoder,1740.434000,results\COM10_2026_09_15.14.13.01.333.txt,289
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_2_head_forward_backward,12.412000,results\COM10_2026_09_15.14.13.01.333.txt,290
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,local_step_2_update,16.917000,results\COM10_2026_09_15.14.13.01.333.txt,291
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,23,end_to_end,3539.764000,results\COM10_2026_09_15.14.13.01.333.txt,292
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_1_encoder,1741.040000,results\COM10_2026_09_15.14.13.01.333.txt,294
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_1_head_forward_backward,12.181000,results\COM10_2026_09_15.14.13.01.333.txt,295
